Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wu, R., Zhou, J., Lei, L., Zhang, S., Xiao, Z., Zhang, J., Xu, S.","57189854658; 37462606000; 57203663587; 57189848291; 35103763200; 56002610400; 7404438823","α-NaYF<inf>4</inf>:Yb<sup>3+</sup>-Tm<sup>3+</sup>@CaF<inf>2</inf> nanocrystals for NIR-to-NIR temperature sensing",2017,"Chemical Physics Letters",667,"",,206,210,,14,10.1016/j.cplett.2016.10.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85003904924&partnerID=40&md5=bc920c5cda45d9a1269ee40e9bc932f6",Article,Final,,Scopus,2-s2.0-85003904924
"Fei, Q., Zhou, L., Wang, F., Shi, B., Li, C., Wang, R., Zhao, C.","57206324725; 56482453100; 56226055300; 57097493000; 38061772900; 55510205700; 13406851700","Rational construction of probes rendering ratiometric response to the cancer-specific enzyme NQO1",2017,"Dyes and Pigments",136,"",,846,851,,24,10.1016/j.dyepig.2016.09.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988826300&partnerID=40&md5=f5373310acae3873e061ea2d1e3aaefa",Article,Final,Open Access,Scopus,2-s2.0-84988826300
"Zhang, Y., Zhang, Y., Yin, L., Xia, X., Hu, F., Liu, Q., Qin, C., Lan, X.","57191757159; 55888809400; 57196458498; 55649014100; 57196404843; 56768321600; 54279400800; 9247201100","Synthesis and bioevaluation of Iodine-131 directly labeled cyclic RGD-PEGylated gold nanorods for tumor-targeted imaging",2017,"Contrast Media and Molecular Imaging",2017,"", 6081724,,,,11,10.1155/2017/6081724,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042221214&partnerID=40&md5=d1cb3637b955deb618bdce195b34a10a",Article,Final,Open Access,Scopus,2-s2.0-85042221214
"Wen, L., Yang, S., Zhong, J., Zhou, Q., Xing, D.","56723391500; 13405804900; 55758230600; 55722106300; 7202672202","Thermoacoustic imaging and therapy guidance based on ultra-short pulsed microwave pumped thermoelastic effect induced with superparamagnetic iron oxide nanoparticles",2017,"Theranostics",7,"7",,1976,1989,,20,10.7150/thno.17846,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019943920&partnerID=40&md5=105ac8bc481de8892b8728edaa4483a0",Article,Final,Open Access,Scopus,2-s2.0-85019943920
"Panwar, N., Song, P., Yang, C., Yong, K.-T., Tjin, S.C.","57204341015; 55611922800; 55961254800; 7102064261; 35586113900","An optofluidic approach for gold nanoprobes based-cancer theranostics",2017,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",10061,"", 100610L,,,,,10.1117/12.2251366,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018919623&partnerID=40&md5=ac2dae03f267a85dba1338997460ef17",Conference Paper,Final,,Scopus,2-s2.0-85018919623
"Liu, S., Liu, C., Luan, X., Yao, R., Feng, Y.","57208278133; 57208010649; 57193490456; 55224658700; 7404544369","Facile fabrication of dual emissive nanospheres via the self-assembling of CdSe@CdS and zinc phthalocyanine and their application for silver ion detection",2017,"Chemical Physics Letters",684,"",,321,327,,3,10.1016/j.cplett.2017.07.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023637257&partnerID=40&md5=b0948f7189e391d6890ebe8eb161cf38",Article,Final,,Scopus,2-s2.0-85023637257
"Xie, T., Li, M., Long, Y.-T.","57217367716; 56467499200; 7203042551","Dual-channel signals for intracellular mRNA detection via a PRET nanosensor",2017,"Chemical Communications",53,"55",,7768,7771,,18,10.1039/c7cc02864d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022093805&partnerID=40&md5=01188b02c07a06824e18727acaa45245",Article,Final,,Scopus,2-s2.0-85022093805
"Zheng, X.-F., Wang, Y.-Y., Han, L., Wang, X.-C., Zhao, S.-L., Zou, H.","56816013400; 57221510975; 57192996883; 56817060500; 57207155602; 57193001196","Potential electrochemical coronary artery disease diagnosis based on a periostin immunoassay",2017,"International Journal of Electrochemical Science",12,"1",,819,828,,,10.20964/2017.01.65,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009861418&partnerID=40&md5=2a5b272ab74f71cc847f80f0050aabde",Article,Final,Open Access,Scopus,2-s2.0-85009861418
"Li, W.-J., Chen, Y.-T., Huang, P.-H., Yang, T.-L., Huang, J.-J.","57051743700; 36116458800; 57051882400; 57222646643; 23389385600","Cancer cell identification by bi-color ZnO and TiO<inf>2</inf> nanowires",2017,"Journal of Biophotonics",10,"1",,92,97,,2,10.1002/jbio.201500202,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954128870&partnerID=40&md5=8aa92fcd828e2f5a9769d1fed7e9de20",Article,Final,,Scopus,2-s2.0-84954128870
"Soma, K., Radhakrishnan, T.K., Babu, S.C.","56468983500; 56216647900; 24544534300","Carbon nanotubes: Their role in engineering applications and challenges ahead",2017,"Inorganic and Nano-Metal Chemistry",47,"2",,188,196,,3,10.1080/15533174.2015.1137071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026800973&partnerID=40&md5=3a35f1c48ddabe6af26832e3815c8a87",Article,Final,,Scopus,2-s2.0-85026800973
"Cui, H.-D., Hu, D.-H., Zhang, J.-N., Gao, G.-H., Zheng, C.-F., Gong, P., Xi, X.-H., Sheng, Z.-H., Cai, L.-T.","57189634936; 57210374864; 57190383298; 7403170895; 55206532400; 56701917700; 7102837901; 16679984400; 7401563666","Theranostic gold cluster nanoassembly for simultaneous enhanced cancer imaging and photodynamic therapy",2017,"Chinese Chemical Letters",28,"7",,1391,1398,,33,10.1016/j.cclet.2016.12.038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017251837&partnerID=40&md5=0d0956f420b41f185c8cb8284e86f218",Article,Final,,Scopus,2-s2.0-85017251837
"Pereira, A.F., Silva, J.F., Gouveia-Neto, A.S., Jacinto, C.","57208709990; 57191251689; 57193934474; 9632689500","1.319 μm excited thulium doped nanoparticles for subtissue thermal sensing with deep penetration and high contrast imaging",2017,"Sensors and Actuators, B: Chemical",238,"",,525,531,,29,10.1016/j.snb.2016.07.053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990852239&partnerID=40&md5=2e6ee8adb2f93119a3b2ea1d68b7b44e",Article,Final,,Scopus,2-s2.0-84990852239
"Wang, H., Moon, C., Shin, M.C., Wang, Y., He, H., Yang, V.C., Huang, Y.","57211220649; 56450119700; 37031924900; 56137146100; 55483701900; 7102799593; 35975116600","Heparin-regulated prodrug-type macromolecular theranostic systems for cancer therapy",2017,"Nanotheranostics",1,"1",,114,130,,4,10.7150/ntno.18292,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074488329&partnerID=40&md5=9e30ea73611d152329f0b85fee379bf0",Review,Final,Open Access,Scopus,2-s2.0-85074488329
"Rajamanikandan, R., Ilanchelian, M.","57103567500; 6506557553","Highly selective and sensitive biosensing of dopamine based on glutathione coated silver nanoclusters enhanced fluorescence",2017,"New Journal of Chemistry",41,"24",,15244,15250,,17,10.1039/c7nj03170j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037611993&partnerID=40&md5=dc6fc3a93482648d7d59c1e78e261beb",Article,Final,,Scopus,2-s2.0-85037611993
"Ai, P., Wang, H., Liu, K., Wang, T., Gu, W., Ye, L., Yan, C.","57111858400; 55931491000; 56609529600; 57191229578; 56596045800; 57189710530; 7401746329","The relative length of dual-target conjugated on iron oxide nanoparticles plays a role in brain glioma targeting",2017,"RSC Advances",7,"32",,19954,19959,,9,10.1039/C7RA02102J,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017182454&partnerID=40&md5=4fd86b2c8525c58aa7a197ca97f7fe61",Article,Final,Open Access,Scopus,2-s2.0-85017182454
"Nguyen, T.N.-G., Baek, C., Kim, J., Yoon, S., Min, J.","57212284390; 56400458400; 34770848600; 7404036205; 7201919986","A Novel sensing strategy for DNA analysis using nanoscale graphene oxide-coated microbeads",2017,"Journal of Nanoscience and Nanotechnology",17,"11",,7986,7990,,2,10.1166/jnn.2017.15072,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027358657&partnerID=40&md5=25d48081c27cefc11f781e7ecfee08e4",Article,Final,,Scopus,2-s2.0-85027358657
"Farias, P.M.A., Andrade, A.C.D.S., Milani, R., Ruiz, Y.P.M., Tabosa, T., Galembeck, A., Stingl, A.","7003980610; 55966435400; 57194470704; 57213023159; 57194469482; 6602180947; 57194472966","Quantum dots pushing up in vitro diagnostics limits",2017,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",10077,"", 1007708,,,,,10.1117/12.2263761,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020307878&partnerID=40&md5=02bd68ca7b89bd63beae6346d94a27eb",Conference Paper,Final,,Scopus,2-s2.0-85020307878
"de la Fuente, J.M.","7103244311","Hybrid nanoparticles for therapy and diagnosis: Au Nano Prisms for gastrointestinal cancer",2017,"Nano Biomedicine and Engineering",9,"4",,276,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045015720&partnerID=40&md5=00cbb871626d713b2bd7527d32116596",Conference Paper,Final,,Scopus,2-s2.0-85045015720
"Li, L., Yan, H., Xu, W., Yu, D., Heroux, A., Lee, W.-K., Campbell, S.I., Chu, Y.S.","55974888600; 8971693700; 8446512200; 7404666982; 6701529134; 57192671198; 55462861500; 7403051054","PyXRF: Python-based X-ray fluorescence analysis package",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10389,"", 103890U,,,,12,10.1117/12.2272585,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034258027&partnerID=40&md5=7185cb710e53d1eb0beb721f1b1e09bc",Conference Paper,Final,,Scopus,2-s2.0-85034258027
"Chung, T., Koker, T., Pinaud, F.","36720385800; 57191855914; 6603407196","Gold nanorod/nanosphere clustering by split- GFP fragment assembly for tunable nearinfrared SERS detections",2017,"Optical Materials Express",7,"9",,3270,3283,,3,10.1364/OME.7.003270,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028535523&partnerID=40&md5=1ed2162132a32b0b11ae7ed2c88493af",Article,Final,Open Access,Scopus,2-s2.0-85028535523
"Fazio, M.A., Perani, M., Brinkmann, N., Terheiden, B., Cavalcoli, D.","57188802998; 55819538800; 48661789800; 6506893912; 6701547521","Transport properties of Si based nanocrystalline films investigated by c-AFM",2017,"Journal of Alloys and Compounds",725,"",,163,170,,3,10.1016/j.jallcom.2017.07.151,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024379156&partnerID=40&md5=6338483cafe4ffb721c6d54bc6af84fc",Article,Final,,Scopus,2-s2.0-85024379156
"Haque, A., Faizi, M.S.H., Rather, J.A., Khan, M.S.","55204383500; 56152018700; 36197168600; 24294658900","Next generation NIR fluorophores for tumor imaging and fluorescence-guided surgery: A review",2017,"Bioorganic and Medicinal Chemistry",25,"7",,2017,2034,,91,10.1016/j.bmc.2017.02.061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014653750&partnerID=40&md5=dfe06daf995a5dc209bcc47355c60646",Review,Final,,Scopus,2-s2.0-85014653750
"Yadegari, A., Omidi, M., Yazdian, F., Zali, H., Tayebi, L.","54943137000; 57212281237; 25648725600; 55941291300; 54885459000","An electrochemical cytosensor for ultrasensitive detection of cancer cells using modified graphene-gold nanostructures",2017,"RSC Advances",7,"4",,2365,2372,,19,10.1039/c6ra25938c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009476905&partnerID=40&md5=3994affb15bf0248c3579e169c4e87d3",Article,Final,Open Access,Scopus,2-s2.0-85009476905
"Segev, E., Reimer, J., Moreaux, L.C., Fowler, T.M., Chi, D., Sacher, W.D., Lo, M., Deisseroth, K., Tolias, A.S., Faraon, A., Roukes, M.L.","56600216800; 23036759700; 6701478524; 56600056100; 57191916100; 25625752500; 55466324000; 6603640862; 57207588001; 15922514900; 7003667787","Patterned photostimulation via visible-wavelength photonic probes for deep brain optogenetics",2017,"Neurophotonics",4,"1", 011002,,,,41,10.1117/1.NPh.4.1.011002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85004010368&partnerID=40&md5=5507f23a70a1cfd13c219022f58a0657",Article,Final,Open Access,Scopus,2-s2.0-85004010368
"Wang, J., Barnett, J.T., Pollard, M.R., Kad, N.M.","57214695153; 57192229296; 24776810900; 6603131385","Integrating Optical Tweezers, DNA Tightropes, and Single-Molecule Fluorescence Imaging: Pitfalls and Traps",2017,"Methods in Enzymology",582,"",,171,192,,3,10.1016/bs.mie.2016.08.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001574680&partnerID=40&md5=8be11275ea635fda56287974ccd21620",Book Chapter,Final,,Scopus,2-s2.0-85001574680
"Macchiagodena, M., Del Frate, G., Brancato, G., Chandramouli, B., Mancini, G., Barone, V.","37087489900; 57188672838; 8589966300; 55169663700; 8833078300; 57203052068","Computational study of the DPAP molecular rotor in various environments: From force field development to molecular dynamics simulations and spectroscopic calculations",2017,"Physical Chemistry Chemical Physics",19,"45",,30590,30602,,10,10.1039/c7cp04688j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035110760&partnerID=40&md5=f8efe97bc62de530d2280f98a858d109",Article,Final,,Scopus,2-s2.0-85035110760
"Wang, H., Tu, D., Xu, J., Shang, X., Hu, P., Li, R., Zheng, W., Chen, Z., Chen, X.","57194690569; 37018773500; 57188624337; 57194690400; 55235163700; 15839850900; 56438456500; 35423403700; 57203357315","Lanthanide-doped LaOBr nanocrystals: Controlled synthesis, optical spectroscopy and bioimaging",2017,"Journal of Materials Chemistry B",5,"25",,4827,4834,,10,10.1039/c7tb00857k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021625248&partnerID=40&md5=aebf2950471a1001079a69d746c32ca7",Article,Final,,Scopus,2-s2.0-85021625248
"Freitas, D.V., Passos, S.G.B., Dias, J.M.M., Mansur, A., Carvalho, S.M., Mansur, H., Navarro, M.","55776529400; 56184208300; 36337677400; 12344547300; 35326354900; 6604098491; 7201561720","Toward greener electrochemical synthesis of composition-tunable luminescent CdX-based (X = Te, Se, S) quantum dots for bioimaging cancer cells",2017,"Sensors and Actuators, B: Chemical",250,"",,233,243,,19,10.1016/j.snb.2017.04.185,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018772508&partnerID=40&md5=6c61b76f7618b817f72a700d38ba643d",Article,Final,,Scopus,2-s2.0-85018772508
"Chowdhury, M.M., Tawakol, A., Jaffer, F.A.","7202634446; 6603090252; 6603908821","Molecular Imaging of Atherosclerosis: a Clinical Focus",2017,"Current Cardiovascular Imaging Reports",10,"1", 2,,,,4,10.1007/s12410-017-9397-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011632733&partnerID=40&md5=3aa8aa063204bb7dbe7b1c04315cb59c",Review,Final,,Scopus,2-s2.0-85011632733
"Zhang, W., Shi, Y., Zheng, S., Liu, Y., Huang, C.","56735238800; 57191874961; 57192389848; 57211088897; 23479982900","Preparation of photoactive multilayer films with high photocurrent response and detection of thrombin",2017,"Journal of Electroanalytical Chemistry",784,"",,85,90,,4,10.1016/j.jelechem.2016.10.061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006097703&partnerID=40&md5=cc3e2f3ab99c2f78bea939f618738ae6",Article,Final,,Scopus,2-s2.0-85006097703
"Wang, P., Zhang, C., Liu, H.-W., Xiong, M., Yin, S.-Y., Yang, Y., Hu, X.-X., Yin, X., Zhang, X.-B., Tan, W.","56183926600; 57221300898; 56149826800; 57038080700; 8633000400; 57197783491; 55496337500; 49561955000; 35550663900; 7401959760","Supramolecular assembly affording a ratiometric two-photon fluorescent nanoprobe for quantitative detection and bioimaging",2017,"Chemical Science",8,"12",,8214,8220,,32,10.1039/c7sc03977h,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034756847&partnerID=40&md5=a6aa0efcbcd1a8a80c0784eb3c587790",Article,Final,Open Access,Scopus,2-s2.0-85034756847
"Pisco, M., Galeotti, F., Quero, G., Grisci, G., Micco, A., Mercaldo, L.V., Veneri, P.D., Cutolo, A., Cusano, A.","22980828700; 16636003500; 22235377100; 53979529600; 24381722700; 6701770879; 57221119937; 7005761958; 56978162700","Nanosphere lithography for optical fiber tip nanoprobes",2017,"Light: Science and Applications",6,"5", e16229,,,,60,10.1038/lsa.2016.229,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019164730&partnerID=40&md5=29b6d84d9e075c2de103ec1bc452a493",Article,Final,Open Access,Scopus,2-s2.0-85019164730
"Achadu, O.J., Nyokong, T.","56979264100; 7005915604","Application of graphene quantum dots functionalized with thymine and thymine-appended zinc phthalocyanine as novel photoluminescent nanoprobes",2017,"New Journal of Chemistry",41,"4",,1447,1458,,7,10.1039/c6nj03285k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012869812&partnerID=40&md5=147569fba4fe8538078bc4e94f520a50",Article,Final,,Scopus,2-s2.0-85012869812
"Muñoz-Bustos, C., Tirado-Guízar, A., Paraguay-Delgado, F., Pina-Luis, G.","57192955347; 56041524600; 55995903500; 6508373650","Copper nanoclusters-coated BSA as a novel fluorescence sensor for sensitive and selective detection of mangiferin",2017,"Sensors and Actuators, B: Chemical",244,"",,922,927,,15,10.1016/j.snb.2017.01.071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009455731&partnerID=40&md5=d24b4c6bdef189c625fa13801a47155d",Article,Final,,Scopus,2-s2.0-85009455731
"Wang, L., Lin, H., Ma, L., Sun, C., Huang, J., Li, A., Zhao, T., Chen, Z., Gao, J.","55659892800; 57193788496; 57221049300; 56535644200; 57196057678; 57193929543; 57196056538; 57034469300; 35487458900","Geometrical confinement directed albumin-based nanoprobes as enhanced: T <inf>1</inf> contrast agents for tumor imaging",2017,"Journal of Materials Chemistry B",5,"39",,8004,8012,,8,10.1039/c7tb02005h,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031507558&partnerID=40&md5=04a5901d4359528ce9df22511d76036d",Article,Final,,Scopus,2-s2.0-85031507558
"Gao, B., Zhao, F., Miao, Y., Min, H., Xu, L., Huang, C.","56643743800; 57189760946; 57196058122; 56581199800; 57033161400; 12779166500","Boron- and nitrogen-doped photoluminescent polymer carbon nanoparticles as nanosensors for imaging detection of Cu<sup>2+</sup> and biothiols in living cells",2017,"RSC Advances",7,"75",,47654,47661,,10,10.1039/c7ra07683e,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031505627&partnerID=40&md5=68a794cccc3d505904b1718efd717286",Article,Final,Open Access,Scopus,2-s2.0-85031505627
"Yu, N., Nakajima, M., Shi, Q., Yang, Z., Wang, H., Sun, L., Huang, Q., Fukuda, T.","55614995000; 57199821586; 36683362000; 35796366000; 49362631200; 56239550500; 24448166100; 36037263500","Characterization of the resistance and force of a carbon nanotube/metal side contact by nanomanipulation",2017,"Scanning",2017,"", 5910734,,,,14,10.1155/2017/5910734,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025452963&partnerID=40&md5=194eddb208aefe9e1db4cf98640ec55c",Article,Final,Open Access,Scopus,2-s2.0-85025452963
"Hemmer, E., Acosta-Mora, P., Méndez-Ramos, J., Fischer, S.","9841168300; 55657471900; 6602563211; 56457343200","Optical nanoprobes for biomedical applications: Shining a light on upconverting and near-infrared emitting nanoparticles for imaging, thermal sensing, and photodynamic therapy",2017,"Journal of Materials Chemistry B",5,"23",,4365,4392,,104,10.1039/c7tb00403f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021693823&partnerID=40&md5=abfaa242f6c9fedadc70e94f88a2ca16",Review,Final,,Scopus,2-s2.0-85021693823
